id,firstname,lastname,Random Integer,Random Float,Random Double
717,Consuela,Maryanne,38,970.35,8598.1
718,Gilligan,Noelyn,741,162.25,7705.9
719,Demetris,Tannie,887,821.87,5719.4
720,Ofilia,Shama,400,746.61,3397.9
721,Renae,Sallyann,824,127.9,4432.3
722,Kalina,Pip,199,530.82,935.4
723,Trudie,Harned,507,477.94,133.9
724,Stephanie,Vernier,966,51.96,634.8
725,Halette,Johnsson,1,992.91,5467
726,Zia,Pozzy,723,372.53,9888.9
727,Mariele,Center,890,56.27,3993.6
728,Modestia,Bryna,886,428.49,7230.4
729,Frank,Anyah,127,74.49,7525.4
730,Jsandye,Granoff,305,718.02,7948
731,Sidoney,Abernon,835,634.71,3225.6
732,Fernande,Frodi,239,111.61,8269.2
733,Valli,Harday,145,988.31,6761.1
734,Kimmy,Judye,331,215.53,1912
735,Vita,Dorine,824,930.18,6463.7
736,Nessie,Payson,863,225.71,3220.2
737,Thalia,Buttaro,191,788.73,5245
738,Kaja,Felizio,760,216.32,1835.5
739,Cyb,Donoghue,177,540.77,1606.6
740,Sallie,Hashim,992,534.85,7386.9
741,Fernande,Tybald,930,804.81,9939.9
742,Lorie,Pierette,132,886.21,6205.6
743,Amalie,Chem,857,307.36,6452.4
744,Concettina,Diogenes,919,828.42,5728.1
745,Flory,Gordon,377,747.68,6715.4
746,Belinda,Miru,42,881.95,5467.6
747,Peri,Bahr,854,459.69,1871.3
748,Louella,Erminia,723,59.56,1793.4
749,Gisela,Olnee,901,786.04,2647.1
750,Britte,Shanley,495,261.62,3787.2
751,Tobe,Strephon,314,181.68,7879.7
752,Tilly,Jenness,103,182.2,9477.1
753,Suzette,Desai,176,68.76,3039.7
754,Lila,Sprage,85,106.08,380.7
755,Cathie,Bethany,791,361.11,8507.6
756,Cassondra,Drisko,736,908.52,69.3
757,Carly,Jefferey,343,106.3,82.5
758,Danny,Salchunas,419,304.59,66.3
759,Adele,Mallon,161,178.76,3017.8
760,Mahalia,Noelyn,579,928.82,5120.8
761,Nanete,Bertold,457,105.38,5154.8
762,Mallory,Raimondo,130,201.73,3329.5
763,Cyb,Dash,410,309.51,5275
764,Nessie,Plato,158,38.77,1509.5
765,Angela,Rebecka,137,606.74,7818.5
766,Jaime,Delacourt,935,843.99,4179.6
767,Natka,Nikaniki,458,279.17,340.1
768,Darlleen,O'Carroll,8,933.87,4218.1
769,Talya,Bury,177,38.81,413.7
770,Orsola,Madox,446,58.4,7474
771,Corina,Chrystel,38,483.73,500
772,Bobbi,Claudine,520,92.39,1134.1
773,Tressa,Rogerio,770,760.02,5411
774,Celestyna,Mott,174,331.36,9661.2
775,Sarette,Stoller,167,35.42,8061.7
776,Dorthy,Cleavland,992,397.61,8305.9
777,Gilligan,Miru,436,998.85,6881.7
778,Alisha,Serilda,987,646.21,119.7
779,Calla,Khorma,676,482.94,4406
780,Bill,Santoro,604,812.39,3825
781,Lizzie,Erminia,702,626.37,526.8
782,Hettie,Meli,322,60.98,4461.3
783,Rochette,Orpah,375,364.18,2017.6
784,Addia,Tound,7,308.68,9177.6
785,Viki,Hessler,476,471.08,6970.4
786,Gisela,Madelene,277,100.26,3446.8
787,Bill,Brandice,469,646.66,940.2
788,Caryl,Blase,988,265.22,9074.6
789,Dotty,Jethro,166,29.37,1143.6
790,Tarra,Remmer,616,941.79,984.8
791,Moyna,Honoria,645,67.63,7154.8
792,Elyssa,Manolo,16,559.14,5107.7
793,Dawn,Lia,474,239.7,5951.9
794,Carly,Flita,295,636.85,6607.3
795,Aeriela,Turne,472,63.33,823.8
796,Marti,Kylander,367,778.25,800.1
797,Mariele,Alva,838,239.95,3243.4
798,Anestassia,Amand,520,462.83,4949.6
799,Marita,Ruvolo,703,642.44,1721
800,Roz,Luhe,33,466.11,9978.4
801,Celene,Schlosser,700,735.14,4687
802,Eugine,Slifka,577,497.36,2373.1
803,Ebonee,Lanita,773,412.31,9961.3
804,Tori,Amadas,623,927.67,5490.3
805,Chandra,Weitman,164,119.07,7828.8
806,Selma,Wooster,18,137.28,6482.3
807,Hollie,Garek,384,141.61,4728.8
808,Clarice,Daegal,911,268.72,1515.7
809,Tamqrah,Reneta,259,912.63,2767.9
810,Marita,Kellby,925,642.85,2510.7
811,Elvira,Larochelle,780,936.21,7234.7
812,Kerrin,Myrilla,414,859.97,4166.6
813,Nita,Stanwood,794,493.85,3994.9
814,Orsola,McClimans,86,459.93,5129.5
815,Sindee,Cressida,445,503.17,5334.4
816,Meriel,Rosalba,930,160.88,7651.7
817,Jaime,Brittani,118,229.4,279.7
818,Jaclyn,Fitzsimmons,962,506.3,9620.1
819,Esmeralda,Calhoun,98,157.78,444.1
820,Corly,Pelagias,717,342.06,7246.7
821,Chere,Pip,302,120.31,2824.5
822,Elora,Junie,897,980.99,924.3
823,Lynea,Melleta,921,145,3792
824,Carmencita,Zetta,67,931.5,2284.2
825,Gusty,Bigner,513,779.35,5249.1
826,Lonnie,Gilmour,224,223.84,6217.8
827,Sheree,Edvard,364,108.05,3347.6
828,Lusa,Burnside,176,488.71,6877
829,Darci,Adrienne,392,652.28,5689.7
830,Merrie,Love,885,435.33,4060.6
831,Nonnah,Bronk,258,317.06,7707.3
832,Lucy,Cadmar,10,658.33,1324
833,Silvana,Ashok,692,638.26,3232.3
834,Cassandra,Ball,843,847.53,1174.3
835,Taffy,Velick,654,244.29,9332.9
836,Willetta,Hailee,148,989.39,2071.4
837,Dagmar,Konyn,857,28.39,6893.1
838,Gloria,Jarib,907,864.29,6129.1
839,Leontine,Zetta,133,795.3,5510.5
840,Julieta,Candy,328,51.02,4622.5
841,Patricia,Thunell,696,220.8,5658.9
842,Kaja,Revkah,833,772.44,5524
843,Gusty,Sigfrid,471,985.01,6590.2
844,Leona,Emmy,700,69.87,3472.8
845,Jolyn,Pandolfi,166,457.46,4921.5
846,Fred,Cleavland,954,624.73,7474.2
847,Sue,Morrill,870,3.05,8937.9
848,Danny,Ciapas,695,714.92,9827.1
849,Rivalee,Diogenes,951,548.07,8190.9
850,Bertine,Camden,209,118.86,338
851,Marsiella,Corabella,991,648.42,6253.1
852,Hyacinthe,Cullin,704,918.62,3438.7
853,Fanchon,Angelis,120,736.31,2634.2
854,Shandie,Tristram,440,355.73,3736.1
855,Elmira,Halla,560,291.76,6528.5
856,Gale,Hunfredo,64,858.13,6202.2
857,Mara,Yam,781,314.56,7254.9
858,Esmeralda,Hylan,568,571.75,7881.8
859,Cacilie,Isidore,643,140.65,4138.8
860,Cordi,Schlosser,824,220,9375.4
861,Fred,Lay,787,250.66,2077.4
862,Florencia,Edee,976,668.52,2884.4
863,Ellette,Tomasina,712,476.88,3399.4
864,Agathe,Junie,268,576.61,7252.3
865,Trixi,Bigner,733,347.53,4918.7
866,Kary,Skurnik,753,777.14,937
867,Ayn,Kravits,501,565.49,2534.9
868,Lynnea,Franza,74,148.13,9623.6
869,Fidelia,Ardeha,122,831.53,6875.7
870,Sarette,Oscar,342,880.46,9188.7
871,Ariela,Halla,403,197.03,9364
872,Reeba,Arquit,100,283,9701.7
873,Kara-Lynn,Ogren,626,726.69,5500.3
874,Daune,Solitta,122,493.71,7578.5
875,Bertine,Engdahl,992,711.77,137.3
876,Mariann,Bakerman,580,437.15,1841.1
877,Deirdre,Hazlett,131,181.6,6266.4
878,Carilyn,Berriman,615,60.6,7820.9
879,Gabriellia,Fredi,818,436.11,5080.7
880,Flory,Garek,221,310.92,7486.4
881,Christy,Stevy,676,446.01,6268.1
882,Dione,Thunell,683,891.43,7979.6
883,Sashenka,Pierette,109,781.65,2106.5
884,Kristan,Tjon,44,620.01,2855.5
885,Candi,Blase,512,182.43,1828.4
886,Clary,Stanwood,959,175.65,7554.8
887,Iseabal,Dalli,711,286.67,5622.2
888,Agnese,Ralfston,304,513.51,4484.6
889,Damaris,Nedrud,581,757.92,6580.5
890,Ricky,Jena,758,989.54,7732.1
891,Dennie,Podvin,368,324.97,1813.5
892,Courtnay,Morgun,574,534.65,6281.8
893,Renie,Margarete,95,758.96,3967.7
894,Viki,Richers,984,862.87,3210.4
895,Siana,Sheedy,906,531.63,4602.6
896,Sue,Felecia,101,10.96,5673
897,Gwenneth,Amand,274,691.15,6924.4
898,Tatiania,Hurley,361,624.61,6226.9
899,Shannah,Amasa,264,823.42,1000.2
900,Dulcinea,Torray,538,502.97,8887.7
901,Dorothy,Silvan,582,498.89,131.3
902,Odessa,Emmy,320,676.92,8980.6
903,Jackie,Talia,261,94.9,7850.2
904,Magdalena,Weitman,443,437.34,9157.3
905,Pearline,Pauly,652,710.15,976.7
906,Therine,Phyllis,718,462.48,5411.6
907,Marti,Rosemary,787,108.93,4600.6
908,Letizia,Daniele,68,98.19,8561.1
909,Nelle,Audly,815,795.92,2819.5
910,Agathe,Gualtiero,450,880.73,4490.1
911,Adelle,Justinn,955,735.62,6430.7
912,Mariann,Sheng,569,282.22,6867.6
913,Beatriz,Sperling,118,570.32,5656.5
914,Viki,Jillane,211,786.72,9536.1
915,Di,Radu,837,29.45,4259
916,Lila,Astra,1000,826.95,9262.6
917,Janeczka,Garbe,556,613.91,3811.4
918,Christal,Gladstone,84,33.02,6099.8
919,Gilligan,Arvo,730,523.84,1107.7
920,Belva,Karna,870,936.57,1712.9
921,Elise,Sidonius,276,1000.09,3086.3
922,Nonnah,O'Neill,582,187.19,1870.9
923,Betta,Aldric,839,458.9,4145.2
924,Lindie,Clie,323,749.83,4851.6
925,Valera,Valoniah,739,204.93,346.6
926,Jillayne,Ruvolo,840,647.02,68
927,Sabina,Kolnick,934,893.09,6209.3
928,Clementine,Rozanna,281,54.09,6697.1
929,Roxane,Thunell,571,266.46,6045.9
930,Gerrie,Carbo,343,368.66,1362.7
931,Hayley,Edison,376,59.03,6905.4
932,Consuela,Melan,572,400.37,5707
933,Caressa,Bevin,998,440.06,1491.6
934,Maud,Seessel,662,713.46,3043.6
935,Janeczka,Vastah,417,817.23,4961.1
936,Jean,Othilia,390,854.61,7803
937,Therine,Rillings,142,795.78,2247
938,Sean,Turne,451,277.26,8689.4
939,Grier,Loeb,956,150.6,277.8
940,Cristine,Gusella,237,208.6,3796.6
941,Emelina,Lowry,702,296.47,4076.2
942,Shell,Barrus,746,488.23,5410
943,Corina,Alexandr,632,166.18,7991.1
944,Hildegaard,Alisia,559,251.64,1214.5
945,Bobbi,Lattie,367,424.85,6144.7
946,Trudie,Madelene,380,683.58,9135.7
947,Alisha,Killigrew,651,89.88,4357.3
948,Allyce,Willie,518,734.39,9483.3
949,Nessie,Tannie,655,13.32,7039.9
950,Allis,Rhu,814,162.15,867.1
951,Rhea,Linehan,63,345.27,4734.5
952,Marinna,Garek,458,716.63,8234.3
953,Annaliese,Cutlerr,893,985.31,8649.9
954,Annabela,Anyah,450,476.01,1646.6
955,Courtnay,Strephon,130,532.03,3864.9
956,Riannon,Kauppi,314,810.44,9022.2
957,Isa,Gavrila,409,432.51,7275.7
958,Nannie,Kirbee,403,655.6,8997.6
959,Andree,Nadia,686,603.11,3749.4
960,Deedee,Hertzfeld,120,587.27,6887
961,Carly,Tippets,406,94.41,7992.8
962,Corly,Glenden,495,796.43,4998.1
963,Sonni,Jenness,272,42.4,4315
964,Hollie,Yate,888,845.73,2225
965,Marika,Kevon,725,349.64,4305.2
966,Rhea,Eben,991,3.13,6934.6
967,Daune,Aaberg,408,282.4,2335.4
968,Barbara,Stuart,543,980.57,8485.3
969,Sherrie,Gahl,879,848.99,9266.7
970,Minne,Halsey,999,756.83,3201.8
971,Barbi,Ries,401,732.33,5422
972,Aimil,Baylor,500,476.59,844.7
973,Roslyn,Tristram,659,307.37,9514.5
974,Hettie,McCutcheon,985,90.03,7181.3
975,Concettina,Mehalek,474,170.9,6304.2
976,Tracey,Goldina,456,639.3,7451.6
977,Rochette,Chrystel,722,37.54,6268.6
978,Lita,Arne,973,985.32,6274
979,Daryl,Alva,79,514.45,3467.4
980,Taffy,Junie,177,291,8457.5
981,Selma,Milde,526,67.08,7531
982,Sherrie,Rurik,15,637.45,3666.6
983,Sadie,Madox,269,445.73,2904.6
984,Tiffie,Pitt,188,360.4,7101.4
985,Carilyn,Stacy,296,449.57,7063.2
986,Rivalee,Lane,245,557.35,4540.9
987,Rayna,Martsen,854,368.22,2499
988,Hannis,Raychel,907,908.4,4326.1
989,Codie,Maples,298,514.69,1435.8
990,Maye,Mehalek,245,301.89,8337.7
991,Laure,Raama,351,202.72,1470
992,Janis,Penelopa,767,586.16,401.9
993,Dulce,My,68,338.45,6223.2
994,Albertina,Niccolo,18,499.89,4605.9
995,Cherrita,Nisbet,692,892.39,7977.2
996,Dorene,Wolfgram,62,139.91,32.2
997,Vinita,Friede,579,841.73,7798.9
998,Claudina,Hoban,602,70.7,7974.4
999,Jennica,Kermit,997,471.74,642.7
1000,Adore,Sikorski,223,16.26,7575.6
1001,Cassondra,Lynn,454,826.15,3571.3
1002,Demetris,Geffner,32,194.53,3852.6
1003,Annora,Anderea,360,406.95,604.8
1004,Paola,Rhu,615,19.06,3966.4
1005,Trixi,Klotz,629,545.29,2351.4
1006,Jean,Pernick,442,797.01,9453.5
1007,Jinny,Ehrman,44,983.08,4653.2
1008,Annice,Suzetta,148,155.15,4921.6
1009,Carolina,Magdalen,403,350.05,5065.8
1010,Hannis,Fancie,314,438.23,8599.5
1011,Anestassia,Wandie,778,537.5,6517
1012,Gloria,Elo,74,825.25,3781.5
1013,Jinny,Skell,234,144.09,6150.1
1014,Anica,Armanda,611,609.8,6146.4
1015,Modestia,Ariella,705,801.1,7794.7
1016,Tiffie,Agle,926,529.14,8622.7
1017,Cissiee,Ricki,808,424.27,2291.3
1018,Maisey,Schwejda,333,156.81,7486.4
1019,Elie,Krystle,330,653.29,263.6
1020,Emelina,Noam,133,804.83,6635.7
1021,Camile,Lanita,201,261.22,7108.5
1022,Alex,Bobbee,957,469.49,7483.1
1023,Mamie,Toni,417,708.48,8142.8
1024,Queenie,Lane,289,332.8,7594.5
1025,Albertina,Ulphia,38,757.38,7737.3
1026,Leanna,Scammon,596,601.31,2380.9
1027,Andree,Velick,846,468.79,9251.9
1028,Gisela,Holbrook,280,83.51,6667.1
1029,Cathie,Loleta,554,301.95,5387.1
1030,Flo,Nelsen,636,425.94,6718.2
1031,Rochette,Kazimir,449,1.9,2272.6
1032,Dennie,Sisile,270,466.82,9523.8
1033,Alameda,Sundin,791,620.15,4703.2
1034,Brynna,Anis,834,508.27,1319.1
1035,Evita,Iiette,942,434.23,6044.9
1036,Imojean,Fennessy,308,385.55,8192.9
1037,Madelle,Cookie,104,770.29,9351.9
1038,Joceline,Corrine,536,638.41,2201.8
1039,Oona,Rubie,442,572.44,8886.7
1040,Dorice,Selway,401,404.97,4853.7
1041,Sean,Mullane,842,784.16,9247.3
1042,Brandise,Mich,241,195.03,4366.2
1043,Lilith,Fancie,616,48.42,8721.6
1044,Orelia,Tamsky,987,801.95,8780.7
1045,Orelia,Anton,311,590.18,7085.2
1046,Kalina,Rad,867,143.37,8270.1
1047,Carly,Ries,795,926.99,8241.2
1048,Lonnie,Martguerita,312,29.64,3560.8
1049,Jaclyn,Loleta,269,636.7,4548.2
1050,Addia,Dannye,837,534.31,5355.6
1051,Rochette,Garek,25,288.54,5709.1
1052,Chickie,Vastah,560,820.53,4288.6
1053,Dyann,Poppy,118,139.55,8237.3
1054,Ann-Marie,Gerge,97,494.05,8553.5
1055,Rhoda,Parsaye,99,451.41,7246.4
1056,Debee,Carri,980,306.97,7980.8
1057,Sara-Ann,Deegan,802,576.57,2185.5
1058,Rivalee,Argus,22,706.57,4099.1
1059,Wileen,Barbey,817,601.89,6411.1
1060,Allyce,Stevy,435,869.24,6817.2
1061,Vere,Simmonds,580,361.09,22.7
1062,Nicoli,Chesna,909,460.28,7851.7
1063,Florie,McAdams,657,933.77,3612.9
1064,Maridel,Iaverne,867,999.64,7604.9
1065,Ruthe,Demitria,949,838.65,5012.9
1066,Selia,Hanleigh,779,957.94,6214.3
1067,Noelle,Harriman,188,91.94,8664.3
1068,Willetta,Thad,636,278.52,9454.9
1069,Ermengarde,Dimitris,808,713.83,5759.2
1070,Arlena,Atonsah,943,499.92,1041.4
1071,Glynnis,Clie,752,757.97,214.2
1072,Roseline,Latini,384,718.53,3049.8
1073,Joelly,Strephon,923,250.37,7440.7
1074,Andree,Ortrude,376,236.13,6011.6
1075,Marsiella,Sinegold,505,311.15,8314.4
1076,Konstance,O'Rourke,177,164.05,1190.6
1077,Rivalee,Kelula,261,777.3,436.2
1078,Helsa,Bobbee,99,293.23,6973.5
1079,Rosaline,Ogren,38,149.76,1479
1080,Tierney,Damarra,282,385.95,8308.3
1081,Aimil,Celestine,190,266.3,6285.1
1082,Natka,Annice,786,114.74,6819.5
1083,Carmencita,Jerold,679,966.26,7924.2
1084,Jenda,Allare,365,333.34,519.2
1085,Suzette,Wallis,638,314.29,8323.7
1086,Chloris,Oster,400,700.87,1336.7
1087,Nicoli,Billye,429,160.13,2273.7
1088,Annabela,Larochelle,948,606.37,2288.7
1089,Jean,Whiffen,459,299.91,5815.5
1090,Kimmy,Amasa,780,566.7,2507.3
1091,Jacquetta,Lauraine,49,877.36,7039.5
1092,Giustina,Dawkins,934,851.18,2766.7
1093,Georgina,Grosz,940,613.64,9038.9
1094,Lynde,Sikorski,613,440.07,5838.3
1095,Jenilee,Lilybelle,731,690.07,3561.1
1096,Yvonne,An,389,115.38,6809.6
1097,Helena,Phaidra,71,343.99,78.4
1098,Ebonee,Tacye,680,277.04,1624.9
1099,Jolyn,Chobot,515,602.67,2605.7
1100,Robinia,Grayce,507,206.7,5908.2
1101,Marcelline,Chinua,624,289.71,6909.7
1102,Susan,Trinetta,904,315.69,3008.2
1103,Nelle,Hillel,814,707.44,4468.4
1104,Hope,Granoff,634,126.76,3615.6
1105,Queenie,Fosque,937,858.85,1423.9
1106,Eadie,Kare,2,587.96,2653.2
1107,Karly,Ledah,713,985.35,2873.5
1108,Pearline,Orelee,49,941.03,2475.7
1109,Minda,Joseph,212,187.7,8999.1
1110,Deloria,Zitvaa,350,807.98,4581.9
1111,Rori,Baudin,410,530.66,2898.9
1112,Doralynne,Neils,609,502.19,5518.9
1113,Cam,Liva,236,911.11,2095.7
1114,Lusa,Klemperer,211,632.57,418.7
1115,Doro,Malina,239,361.96,1779.4
1116,Marika,Carbo,495,638.95,8496.8
1117,Linet,Eno,854,339.11,2044.2
1118,Alleen,Yoko,171,380.32,9894.9
1119,Ayn,Nance,104,188.04,242.3
1120,Johna,Gaal,610,288.71,8082.9
1121,Ana,Lattie,656,358.48,860.8
1122,Emylee,Delacourt,767,399.79,8751.6
1123,Elvira,Alwin,703,335.89,7833
1124,Bill,Erb,41,36.06,4333.7
1125,Rori,Waldron,463,853.6,2189.8
1126,Sadie,Lumbard,813,726.37,821.8
1127,Alisha,Bivins,696,673.75,1324.1
1128,Anthia,Sundin,24,527.54,1142.4
1129,Vere,Pattin,700,638.96,5900.2
1130,Kore,Eiser,432,480.48,5733.5
1131,Lorie,Stelle,4,107.38,4585.7
1132,Queenie,Gaal,877,886.69,8547.9
1133,Dagmar,Lareena,731,234.72,2060.2
1134,Michaelina,Pyle,845,104.9,4967.8
1135,Minne,Maisey,545,752.45,3059.3
1136,Elora,Niles,284,971.91,5095.3
1137,Helena,Haymes,459,809.1,5891.8
1138,Devina,Delacourt,656,592.26,3304.7
1139,Josephine,Chabot,259,476.56,3583.4
1140,Ninnetta,Hartnett,590,139.39,9643.9
1141,Rani,Chobot,756,748.91,4100.1
1142,Natka,Harday,468,544.63,7975.8
1143,Leanna,Reinke,193,892.51,9774.9
1144,Madelle,Natica,446,206.81,3641.6
1145,Katharina,Merell,776,367.92,7198.7
1146,Ann-Marie,Madelene,685,756.24,435.4
1147,Farrah,Eldrid,147,703.97,2358.8
1148,Allis,Stuart,323,298.08,302.6
1149,Lynea,Geffner,589,731.37,2131.3
1150,Joleen,Iiette,307,921.27,178.3
1151,Dode,Leonard,886,410.97,2636
1152,Jolyn,Harl,373,468.94,9979.7
1153,Cathyleen,Gaal,501,858.83,6729.7
1154,Luci,Durante,694,408.91,5120.9
1155,Damaris,Marden,448,977.61,3234.6
1156,Olivette,Arquit,475,391.27,3569.9
1157,Fanny,O'Carroll,75,446.31,3030.7
1158,Belva,Joni,96,595.5,5317.8
1159,Marylou,Cornelia,978,640.13,8695.9
1160,Moyna,Breed,24,232.4,2280.6
1161,Hildegaard,Penelopa,38,790,394
1162,Miquela,Philoo,759,364.1,1634.6
1163,Elka,Seligman,76,890.93,926.2
1164,Janeczka,Eben,988,212.61,9661.4
1165,Ida,Smitt,779,764.61,7894.2
1166,Maridel,Ariella,900,8.11,4432.6
1167,Valeda,Kaete,231,953.47,9629.4
1168,Jeanna,Johanna,799,511.86,1344
1169,Corene,Grosz,284,922.22,3977.6
1170,Sarette,Peonir,538,169,4807.9
1171,Corly,Gombach,584,829.77,6795.3
1172,Alex,Whittaker,362,649.45,1729.2
1173,Rhoda,Anestassia,879,652,8623.8
1174,Lulita,Reneta,777,319.8,2446.8
1175,Goldie,Colyer,864,246.04,9712.2
1176,Pollyanna,Fleeta,2,862.7,9269
1177,Mureil,Belanger,2,977.26,1731.2
1178,Drucie,Ludewig,630,93.95,5346.3
1179,Chickie,Yam,549,751.15,2654.7
1180,Thalia,Halla,895,421.75,6844.7
1181,Myriam,Creamer,425,781.67,4189
1182,Marleah,Pandolfi,864,1000.49,1263
1183,Danika,Harday,573,471.42,8964.2
1184,Dania,Huggins,936,826.96,2946.4
1185,Hermione,Capello,485,245.72,2710.8
1186,Alexine,Mathilde,65,331.84,2272.6
1187,Patricia,Lumbard,410,108.87,6766
1188,Libbie,Fleeta,881,682.54,5734.4
1189,Susette,Atcliffe,902,693.21,7255.1
1190,Carmencita,Koziara,626,407.93,2890.4
1191,Sonni,Pascia,786,481.44,6760.8
1192,Tarra,Levey,246,909.83,6142.8
1193,Elena,Ezar,251,754.09,5299.2
1194,Ivett,Cherianne,104,383.74,9202.7
1195,Paola,Olin,523,920.52,5858.8
1196,Kittie,Kendrick,761,980.57,5097
1197,Penelopa,Adalbert,242,119.85,7932.5
1198,Kerrin,Read,882,357.2,2125.4
1199,Jerry,Shanley,712,643.67,3065
1200,Aaren,Carolin,128,474.45,3047.6
1201,Edyth,Joli,867,549.64,7160.3
1202,Gavrielle,Westphal,854,148.41,2732.9
1203,Collen,Berard,980,504.25,8419
1204,Peri,Hathaway,423,86.62,6133.1
1205,Maud,Tryck,274,240.75,1198.9
1206,Priscilla,Darrell,223,348.97,3492.4
1207,Carilyn,Taam,716,651.78,7070.6
1208,Rosanne,Jerald,443,887.91,9165.5
1209,Addia,Delacourt,738,839.8,4637.4
1210,Lory,Lunsford,983,752.82,1696.2
1211,Moyna,Hazlett,315,697.35,2275.8
1212,Heida,Gusella,758,371.12,3114.6
1213,Rochette,Persse,333,324.68,6963.9
1214,Cam,Evangelia,822,311.05,1801.7
1215,Meg,Drisko,409,962.06,7909.8
1216,Darlleen,Audly,481,98.38,4880.9
1217,Ayn,Lindemann,659,580.27,4296.8
1218,Patricia,Fredi,340,726.85,6533.4
1219,Jessy,Fiester,321,223.27,1220.1
1220,Sashenka,Judye,238,618.25,645.2
1221,Kenna,Faust,41,45.37,1725.5
1222,Cathie,Aaberg,97,898.69,911
1223,Karolina,Medrek,537,482.11,6216.9
1224,Siana,Skell,875,622.52,194.7
1225,Lanae,Selway,468,874.87,6272
1226,Ardeen,Afton,35,748.84,6346.2
1227,Patricia,Fontana,860,49.85,7882.3
1228,Teddie,Kauppi,450,938.57,9575.3
1229,Elbertina,Phyllis,295,133.83,2688.6
1230,Amalie,Wattenberg,938,829.43,4378.9
1231,Sallie,Cherianne,722,901.4,283.7
1232,Gertrud,Martsen,983,361.41,5613.3
1233,Genovera,McClimans,798,755.31,5760.4
1234,Kassey,Jacqui,84,624.91,2806.2
1235,Riannon,Durante,486,466.03,8866.6
1236,Odessa,Wesle,453,280.46,3347.2
1237,Hope,Sabella,458,254.48,2258.4
1238,Jany,Ax,522,537.15,9631.3
1239,Debee,Paine,408,599.92,1881.5
1240,Monika,Gwenore,376,881.83,5939.6
1241,Esmeralda,Christal,566,257.98,4198.1
1242,Alia,Moseley,49,722.66,2025.9
1243,Sophia,Tound,898,244.22,8189
1244,Stacey,Wesle,687,582.99,7697.1
1245,Florie,Gunn,73,551.7,31.6
1246,Gwyneth,Natalia,821,803.1,2004
1247,Sharai,Erich,293,128.85,7168
1248,Beth,Blase,276,388.93,9560.7
1249,Gusella,Agle,250,499.9,6728.3
1250,Chickie,Oneida,178,337.21,6760.2
1251,Ezmeralda,Laurianne,630,810.56,5763.4
1252,Donnie,Syd,956,946.67,8832.3
1253,Cathyleen,Gino,113,521.71,4746.8
1254,Imojean,Pyle,199,923.28,2880.8
1255,Loree,Kolnick,996,319.57,8934.8
1256,Ellette,Cavan,967,741.86,4320.7
1257,Konstance,Tayib,379,679.55,8545.4
1258,Ottilie,Sancho,22,655.48,7047.6
1259,Belinda,Sidonius,216,582.81,1846.6
1260,Ada,Mendez,919,717.13,3426
1261,Almeta,Kiersten,438,885.9,4070.7
1262,Jere,Nadia,207,886.74,8016.3
1263,Elka,Berne,465,477.21,737.9
1264,Rochette,Podvin,232,696.45,8443.2
1265,Mireielle,Maxi,102,670.12,815.6
1266,Barbara,Roche,136,497.12,8055.2
1267,Trixi,Wesle,339,93.16,935.3
1268,Bobinette,Daegal,183,406.94,4176.5
1269,Damaris,Cutlerr,914,695.34,1080
1270,Steffane,LaRue,221,920.46,369.9
1271,Micheline,Phi,475,88.55,578.7
1272,Sabina,Sherfield,206,412.19,835
1273,Binny,Bendick,560,61.41,6565.5
1274,Lanae,Eliathas,915,899.76,8992.9
1275,Adore,Keily,368,867.63,9684.8
1276,Ardys,Gahl,330,369.32,4213.7
1277,Shirlee,Carleen,510,410.37,7102.4
1278,Tilly,Teddman,567,775.98,584.2
1279,Rubie,Sammons,729,36.43,861.8
1280,Dawn,Kalinda,593,760.06,9444
1281,Willetta,Euridice,220,623.62,6840.1
1282,Elyssa,Bakerman,647,739.91,2728.3
1283,Lauryn,Odell,847,553.14,1940.8
1284,Katleen,Cohdwell,329,371.42,8183.1
1285,Meriel,Shama,963,115.39,7556.8
1286,Philis,Lissi,495,533.67,5801.2
1287,Tani,Bates,895,133.44,9640.5
1288,Etta,Wilona,350,409.17,6965.2
1289,Andeee,Verger,175,705.18,7717.4
1290,Asia,Craggie,444,37.8,3536.2
1291,Annice,Cloris,199,496.36,4351.5
1292,Ayn,Nelsen,427,766.28,5222.2
1293,Anthia,Elsinore,620,841.86,8922.5
1294,Carree,Schwejda,885,437.34,9525.7
1295,Marcy,Berne,262,274.29,1512.7
1296,Linet,Berne,880,376.74,6041.1
1297,Leia,Alisia,557,58.4,3042
1298,Drucie,Elbertina,384,913.02,6388.3
1299,Giustina,Cassius,131,751.1,7672.6
1300,Sue,Fax,901,160.16,8916.3
1301,Ezmeralda,Kelula,65,483,7032.2
1302,Elora,Marisa,547,49.09,8616.9
1303,Lexine,Delp,322,173.04,1250.9
1304,Kenna,Bluh,987,271.25,4354.4
1305,Merle,Adlare,139,15.93,9726.9
1306,Myriam,Kinnard,639,70.28,596.7
1307,Quintina,Glenden,423,559.41,1550.1
1308,Leanna,Noelyn,950,215.35,4406.8
1309,Addia,Rhu,846,442.54,1434.8
1310,Damaris,Rosemary,403,669.94,2911.5
1311,Damaris,Tacye,503,131.26,671.6
1312,Katuscha,Emmaline,833,136.31,6351.2
1313,Sherrie,Margret,979,635.35,7495
1314,Jacenta,Friede,402,672.93,487.1
1315,Delilah,Faust,467,93.93,9756.1
1316,Valeda,Howlyn,35,838.34,3633.3
1317,Ebonee,Vharat,396,480.72,709.5
